0.0134655,0.0934443,-0.103377
0.0134535,0.0972411,-0.0998157
0.0114828,0.0890821,-0.0795771
0.0142326,0.118829,-0.0870695
0.0142497,0.121448,-0.0833741
0.0242339,0.210963,-0.135689
0.0434995,0.385378,-0.232155
0.0442897,0.398873,-0.224808
0.0532244,0.486146,-0.255996
0.0539666,0.500268,-0.245804
0.0597293,0.561312,-0.25644
-0.0293021,0.319259,-0.135348
-0.0293839,0.322812,-0.126621
-0.0260276,0.288618,-0.104336
-0.0307886,0.344233,-0.114245
-0.0278256,0.312829,-0.0945942
-0.0305462,0.345946,-0.0948064
-0.0476694,0.541814,-0.133284
-0.105196,1.20312,-0.262947
-0.119358,1.37393,-0.263228
-0.140267,1.61626,-0.266045
-0.163136,1.88704,-0.261207
-0.183776,2.12276,-0.238469
-0.187607,2.17186,-0.187501
-0.217832,2.53001,-0.15349
-0.216776,2.51312,-0.0884385
-0.218353,2.5345,-0.0237987
0.246486,2.54774,0.0432486
0.244937,2.54191,0.108817
0.242207,2.5145,0.172259
0.245363,2.54493,0.240287
0.244061,2.53004,0.304844
0.245983,2.54904,0.373683
0.248702,2.56597,0.444323
0.252702,2.6044,0.521049
0.0134655,0.0934443,-0.103377
0.0134535,0.0972411,-0.0998157
0.0114828,0.0890821,-0.0795771
0.0142326,0.118829,-0.0870695
0.0142497,0.121448,-0.0833741
0.0242339,0.210963,-0.135689
0.0434995,0.385378,-0.232155
0.0442897,0.398873,-0.224808
0.0532244,0.486146,-0.255996
0.0539666,0.500268,-0.245804
0.0597293,0.561312,-0.25644
-0.0293021,0.319259,-0.135348
-0.0293839,0.322812,-0.126621
-0.0260276,0.288618,-0.104336
-0.0307886,0.344233,-0.114245
-0.0278256,0.312829,-0.0945942
-0.0305462,0.345946,-0.0948064
-0.0476694,0.541814,-0.133284
-0.105196,1.20312,-0.262947
-0.119358,1.37393,-0.263228
-0.140267,1.61626,-0.266045
-0.163136,1.88704,-0.261207
-0.183776,2.12276,-0.238469
-0.187607,2.17186,-0.187501
-0.217832,2.53001,-0.15349
-0.216776,2.51312,-0.0884385
-0.218353,2.5345,-0.0237987
0.246486,2.54774,0.0432486
0.244937,2.54191,0.108817
0.242207,2.5145,0.172259
0.245363,2.54493,0.240287
0.244061,2.53004,0.304844
0.245983,2.54904,0.373683
0.248702,2.56597,0.444323
0.252702,2.6044,0.521049
0.0115547,0.0746386,-0.0827017
0.012415,0.088957,-0.0795771
0.0163127,0.125088,-0.091776
0.0138428,0.10818,-0.0743607
0.0344162,0.274241,-0.176611
0.0487946,0.39512,-0.238318
0.0518356,0.426102,-0.240447
0.0523966,0.436302,-0.230025
0.060471,0.510383,-0.251071
0.0634877,0.54257,-0.248168
-0.0223769,0.275473,-0.116679
-0.023312,0.289678,-0.113522
-0.0256926,0.32264,-0.116531
-0.0256886,0.325606,-0.107968
-0.0248476,0.316921,-0.0957477
-0.0275202,0.353941,-0.0969132
-0.0410932,0.530663,-0.130428
-0.0970857,1.26261,-0.275712
-0.104664,1.37119,-0.262478
-0.128436,1.68455,-0.277049
-0.146366,1.92815,-0.266672
-0.166057,2.18402,-0.245142
-0.164552,2.16974,-0.187158
-0.190123,2.51622,-0.152525
-0.19256,2.54315,-0.0894196
-0.190292,2.51671,-0.0236116
0.274433,2.55695,0.0434513
0.270267,2.52728,0.108306
0.27107,2.53563,0.173892
0.270305,2.52638,0.23879
0.270119,2.5234,0.304368
0.272663,2.54632,0.373683
0.276401,2.57106,0.445682
0.282899,2.62891,0.526517
0.0115547,0.0746386,-0.0827017
0.012415,0.088957,-0.0795771
0.0163127,0.125088,-0.091776
0.0138428,0.10818,-0.0743607
0.0344162,0.274241,-0.176611
0.0487946,0.39512,-0.238318
0.0518356,0.426102,-0.240447
0.0523966,0.436302,-0.230025
0.060471,0.510383,-0.251071
0.0634877,0.54257,-0.248168
-0.0223769,0.275473,-0.116679
-0.023312,0.289678,-0.113522
-0.0256926,0.32264,-0.116531
-0.0256886,0.325606,-0.107968
-0.0248476,0.316921,-0.0957477
-0.0275202,0.353941,-0.0969132
-0.0410932,0.530663,-0.130428
-0.0970857,1.26261,-0.275712
-0.169257,2.2174,-0.424464
-0.128436,1.68455,-0.277049
-0.146366,1.92815,-0.266672
-0.166057,2.18402,-0.245142
-0.164552,2.16974,-0.187158
-0.190123,2.51622,-0.152525
-0.19256,2.54315,-0.0894196
-0.190292,2.51671,-0.0236116
0.274433,2.55695,0.0434513
0.270267,2.52728,0.108306
0.27107,2.53563,0.173892
0.270305,2.52638,0.23879
0.270119,2.5234,0.304368
0.272663,2.54632,0.373683
0.276401,2.57106,0.445682
0.282899,2.62891,0.526517
0.0124247,0.0803053,-0.0770759
0.0117478,0.0832737,-0.061184
0.012706,0.0916609,-0.0630939
0.0336484,0.247147,-0.15938
0.0570362,0.425202,-0.256808
0.0594986,0.449753,-0.254131
0.0620157,0.474382,-0.25043
0.0635112,0.491899,-0.242293
0.0691659,0.541875,-0.248168
-0.0213102,0.301423,-0.127569
-0.0218371,0.312207,-0.122255
-0.0233504,0.337909,-0.121952
-0.0202052,0.295545,-0.0979243
-0.0233431,0.343913,-0.103823
-0.0243299,0.36191,-0.09902
-0.0344965,0.515559,-0.12662
-0.0846351,1.27525,-0.278265
-0.093138,1.41533,-0.270727
-0.108718,1.65429,-0.271871
-0.131596,2.01261,-0.278148
-0.13876,2.11821,-0.237579
-0.14416,2.20713,-0.190243
-0.163763,2.51807,-0.152525
-0.165658,2.54104,-0.0892795
-0.164187,2.52255,-0.023649
0.297914,2.52613,0.0429783
0.296717,2.52431,0.108306
0.298074,2.53662,0.174164
0.300002,2.5511,0.24141
0.297457,2.52832,0.305321
0.29885,2.5394,0.373106
0.302385,2.56019,0.444323
0.307649,2.60243,0.52183
0.0124247,0.0803053,-0.0770759
0.0117478,0.0832737,-0.061184
0.012706,0.0916609,-0.0630939
0.0336484,0.247147,-0.15938
0.0570362,0.425202,-0.256808
0.0594986,0.449753,-0.254131
0.0620157,0.474382,-0.25043
0.0635112,0.491899,-0.242293
0.0691659,0.541875,-0.248168
-0.0213102,0.301423,-0.127569
-0.0218371,0.312207,-0.122255
-0.0233504,0.337909,-0.121952
-0.0202052,0.295545,-0.0979243
-0.0233431,0.343913,-0.103823
-0.0243299,0.36191,-0.09902
-0.0344965,0.515559,-0.12662
-0.0846351,1.27525,-0.278265
-0.093138,1.41533,-0.270727
-0.108718,1.65429,-0.271871
-0.131596,2.01261,-0.278148
-0.13876,2.11821,-0.237579
-0.14416,2.20713,-0.190243
-0.163763,2.51807,-0.152525
-0.165658,2.54104,-0.0892795
-0.164187,2.52255,-0.023649
0.297914,2.52613,0.0429783
0.296717,2.52431,0.108306
0.298074,2.53662,0.174164
0.300002,2.5511,0.24141
0.297457,2.52832,0.305321
0.29885,2.5394,0.373106
0.302385,2.56019,0.444323
0.307649,2.60243,0.52183
0.0131152,0.0743802,-0.0827017
0.0136725,0.0801813,-0.0827044
0.0208702,0.137511,-0.101189
0.0214737,0.143822,-0.0991476
0.0411312,0.28013,-0.180918
0.0590262,0.407598,-0.246536
0.0617356,0.431832,-0.244356
0.0664838,0.470198,-0.248575
0.0711464,0.509004,-0.251071
0.0788278,0.569981,-0.261403
-0.0203663,0.338414,-0.143127
-0.0203348,0.342172,-0.133898
-0.0193704,0.330621,-0.119242
-0.0186447,0.322281,-0.106712
-0.0193018,0.336491,-0.101516
-0.0203202,0.358293,-0.0979666
-0.0290958,0.515892,-0.12662
-0.0701865,1.25656,-0.27401
-0.0913884,1.65534,-0.271871
-0.108125,1.97036,-0.272136
-0.114388,2.07985,-0.23313
-0.119295,2.17668,-0.187501
-0.138255,2.5356,-0.15349
-0.140567,2.57058,-0.0902606
-0.138416,2.53611,-0.0237613
0.326391,2.53874,0.0432486
0.32466,2.53296,0.108817
0.325127,2.53731,0.174436
0.326193,2.54387,0.241035
0.324422,2.529,0.305797
0.325929,2.54005,0.373683
0.329178,2.55689,0.444323
0.33689,2.61463,0.524955
0.0131152,0.0743802,-0.0827017
0.0136725,0.0801813,-0.0827044
0.0208702,0.137511,-0.101189
0.0214737,0.143822,-0.0991476
0.0411312,0.28013,-0.180918
0.0590262,0.407598,-0.246536
0.0617356,0.431832,-0.244356
0.0664838,0.470198,-0.248575
0.0711464,0.509004,-0.251071
0.0788278,0.569981,-0.261403
-0.0203663,0.338414,-0.143127
-0.0203348,0.342172,-0.133898
-0.0193704,0.330621,-0.119242
-0.0186447,0.322281,-0.106712
-0.0193018,0.336491,-0.101516
-0.0203202,0.358293,-0.0979666
-0.0290958,0.515892,-0.12662
-0.0701865,1.25656,-0.27401
-0.0913884,1.65534,-0.271871
-0.108125,1.97036,-0.272136
-0.114388,2.07985,-0.23313
-0.119295,2.17668,-0.187501
-0.138255,2.5356,-0.15349
-0.140567,2.57058,-0.0902606
-0.138416,2.53611,-0.0237613
0.326391,2.53874,0.0432486
0.32466,2.53296,0.108817
0.325127,2.53731,0.174436
0.326193,2.54387,0.241035
0.324422,2.529,0.305797
0.325929,2.54005,0.373683
0.329178,2.55689,0.444323
0.33689,2.61463,0.524955
0.012901,0.068936,-0.0767945
0.0167117,0.104428,-0.0721073
0.0498325,0.316309,-0.20461
0.0680381,0.437479,-0.265026
0.0726147,0.472553,-0.267815
0.0724697,0.476483,-0.252285
0.0748684,0.497569,-0.245804
0.0864022,0.57993,-0.266367
-0.0155415,0.312845,-0.132237
-0.0136553,0.279103,-0.109156
-0.0131957,0.274418,-0.0989163
-0.0156281,0.330046,-0.109223
-0.0120121,0.256332,-0.0772903
-0.0158546,0.343067,-0.093753
-0.0169227,0.368692,-0.090443
-0.0570242,1.25722,-0.27401
-0.0627737,1.40127,-0.267727
-0.0735201,1.64437,-0.269929
-0.0887156,1.99909,-0.275962
-0.0929557,2.08888,-0.23402
-0.0963181,2.17383,-0.187158
-0.11152,2.53292,-0.153249
-0.112406,2.54395,-0.0892795
-0.112204,2.54542,-0.0238361
0.354061,2.5431,0.0433838
0.353365,2.54526,0.109498
0.350034,2.52191,0.173619
0.351171,2.52848,0.239913
0.348701,2.50973,0.303892
0.354145,2.54826,0.375416
0.358112,2.56892,0.447041
